Review,Rating,Length
perfect spot daughter enjoy delightful stay wonderful hotel san francisco week little concern air conditioner florida turn problem weather outside cool visit late july window open close night cold outside room adequate quiet even bed extremely comfortable stay hotels far cleanest bathroom keep spotless day request toilet paper honor immediately service desk notch bob concierge quite helpful rent vehicle help trip napa valleythe hotel convenient big plus visit terrific city right union square couple block cable car turn walk distance chinatown japan center trolley stop nearby make trip fisherman wharf breeze advantage tea sherry late afternoon delightful napa valley 1 12 hrs away visit petrify forest old faithful carmel 2 hrs away drive magnificent saw seal sun rock truly memorable rideall kensington park hotel help make stay san francisco remember highly recommend love stay,Good,886
affordable great location guest hotel time years pleasurable stay great value location unbeatable block union square walk distance shop wellknown restaurants theater bart cable carsthe room eleventh floor little bite expensive come extra amenities like bathrobes cd players continental breakfast nearby cafe bob concierge character will help stay room hotel quieter fabulous view city modern hotel city update clean wonderful theater adjacent farallon restaurant best sf,Good,470
probably value money hotel stay stay 3 years ago nothing impress place location unbeatable price fab think pay 100 clean cozy room sf bargain rest hotel agree reviewers say classy san fransisco staff friendly helpfull special note bob concierge remember visit stay heartbeat,Good,274
great location friendly staff go san francisco friends birthday celebration choose hotel location confess walk lobby think oh get heavily decorate victorian manner course enhance lavish christmas decorations lean minimalist decor place staff friendly park lot street fee room comfortable great bed room lobby gas log fireplaces tea coffee available sherry cookies 4 pm continental breakfast good finally hunger real breakfast go morning 24hour concierge service especially helpful complimentary shuttle leave different time morning want san francisco take union square morning cal academy sciences driver helpful direct bus line come homethe location great easy walk japan town fillmore street shop restaurants san francisco wonderful transit cab,Good,746
great hotel beat path recently stay pacific heights gem room excellent breakfast big skip lunch able pick hotel wifi room stay wed night san fran 20th anniversary really happy bus line nt deal tourists street busyness downtown staff take great care definitely stay return,Good,271
great experience special thank darlene beautiful room fireplace comfort nestle bed watch flicker flame fireplacei recommend queen anne sure return,Good,146
great place stay sf regular hotel san francisco use relatively years trip happy queen anne welcome comfortable remember fact great residential neighborhood somewhat main tourist track big plus,Good,192
good deal pros room simple clean spacious san francisco standards service good wellintentioned slightly odd certainly hip hotel offer shuttle service towncar care wait park free street free cognac cookies tea time nice welcome touchcons room bite wear clean spare nt quite live lobby picture website christmas decorations past new years location bite way tradeoff free park cheaper ratesconsidering make reservations restaurant quince street night nt feel like mess taxis bus warn atmosphere neighborhood price bargain,Good,518
victorian san francisco stay nights little gem property san francisco 1800 girls board school turn small boutique b b hotel locate regular neighborhood city short 2 block walk japantown 4 block opposite direction cable car line short drive choose san francisco sight attractions hotel victorian style inside room comfortable reasonably price offer complimentary breakfast tea sherry afternoon real plus park sf critical hotel nice place stay bite hectic beat path hotels san francisco,Good,484
nice room stay room 310 lovely king fireplace room bathroom excellent spacious overlook street hasten add room reserve number available desk clerk assign inferior room refuse room upgrade terrific room 310 continental breakfast cheap relatively tasty nice set locale hotel convenient japantown great walk neighborhood concierge roberto peach true professional help need excellent knowledge city problems property result desk staff issue come stay1 send package usps express mail call time insure aware arrival call arrive tell turn away human error blame mispelled registration conclude intend recipient nt stay hotel reasonable nt call time alert package express package expect add insult injury guy turn away people speak manager good job obtain package prior arrival phone call miss important business package file ineptitude2 party college age men begin night room floor total property music rowdy behaviour let 11pm begin call night managerhe say check hour later change say send nt know go implore 1 hour later change say tell result lie awake 4am checkout early flight desk question night manager say group watch movie get excite certain part guests ask tell quiet reply reply nt good responsibility let group people room nothing consequensesno response night manager continue busy work checkout simply state pay night owe apology reply nt disturb ask general manager day receive receive mail 10 days later credit nightin summary lovely room bush league desk management lose night sleep kind service look city score hotels,Bad,1529
go san francisco youçéèe go san franciscoç br days wouldnçé wear flower hair instead choose wear walk boot hill incrediblemy girlfriend visit city weeks 2002 fell love welcome lay authentic vibewe stay queen anne hotel corner sutter octavia itçé old finish school girls apparently haunt friendly ghost like tuck people bed theyçée drink didnçé drink help create special atmosphere special hoteliçé sure heçé roberto concierge great guy genuinely nice man try know point right direction want dothe hotel couple miles downtown san francisco whilst journey walkable unbelievable hill make pretty tire lot city downtown hotelçé location mean far part city golden gate park haight ashbury marina lead walk golden gate bridge favourite things hotel location pacific heights mean particularly touristy area city want live like local chill lafayette park stroll fillmore great bar restaurants grove harryçé deserve special mention little like san francisco advise visitor try away obvious tourist trap fishermançé wharf cable cars itçé truly beautiful place great locals look forward go soon,Good,1085
bag character really great hotel drape red velvet antique furniture oil paint sherry afternoon nice touch staff helpful definitely,Good,130
great service family 5 year old twin great stay room smallish expect san francisco staff outstanding decor lovely location slightly noisy,Good,137
disappoint stay 5 days white swan inn business trip month plenty accomodation options san francisco thoroughly impress previous review hotel decide goi arrive bart approximately 2100 walk short distance hotel 10 minutes clerk helpful welcome checkin lobby warm invite fireplace crackle jar cookies tempt give key room 31 way second floori please room large warm invite romantic good way spouse bed large comfortable various pillow choose fireplace create invite ambiance book wallpaper antique furnish comfortingthe breakfast european distinction small pastries frittatas cereals fruit coffee excellent even wine appetizers delicious elegantly display thoroghly satisfy pleasant experience visit guests hotelthe hotel locate bush street walk distance things san francisco dollars spend transportation bart airport 10 minutes walk distance shop chinatown 30 minutes pier 39 numerous restaurants areai impress friendliness people san francisco city center arts people liberal reputation city completely overt mei absolutely stay hotel hop return near future spouse,Good,1062
exceptional venue white swan inn wonderful place clean comfortable room friendly helpful staff exceptional gourmet breakfast wine hors douevres receptions everyday outstanding location right heart san francisco easy access cable car recommend venue definitely return future,Good,273
wonderful boutique hotel trip san francisco inn experience boutique hotel checkin checkout extremely impress quality service staff helpful friendly give directions make restaurant reservations suggest sit visit general make feel home build quite charm comfortable room larger look website clean cozy breakfast abundant tasty nt need lunch wine cheese afternoon give time wind day sightsee meet guests way cheese crackers fruit wine selections great day cookies return sf stay white swan inn,Good,490
love room fireplace inroom gas fireplace come flip switch perfect chilly san francisco even location ca nt beat 2 12 block union square cable cars free continental breakfast rate free afternoon wine snack perfect way recharge head even activities throw nightly turn service helpful staff nt ask make white swan inn choice future stay,Good,333
great hotel value husband stay white swan inn daysthe room outdated little need update clean neat staff friendly helpfulthe breakfast good unfortunately wine cheese afternoon quietness want quiet come san francisco street noise morningswe definitely come white swan inn try sister hotels,Good,287
good hop wife happy hotel airconditioning noise room poorfor money pay 24000 nt consider hotel worthy price askedthe breakfast adequateif want quiet comfortable hotel stay recommend place,Bad,187
pretty good value family recently spend 2 nights white swan inn staff gracious helpful room little date musty money good place stay think go notch visit,Netral,152
ca nt wait stay joie vivre hotel website recommend white swan inn base hotel preferences visit san francisco want comfortable place come home even travel nt want stay late night stay room 36 week love hotel quieter second floor elevator need lovely tree outside window bring outside bear england american citizen immediately felt right home home ca nt switch fireplace bedside enormous plus sf nights mornings chilly pure heaven go watch tv bed get dress morning bed super comfy love quaint tub delicioussmelling soap shampoo cook wonderful breakfast bread hot items delicious boil egg sandwich fruit lunch later winecheesehot hors douevres even provide great way know fellow guests want light dinner economical way food include nightly rate staff white swan friendly work years print helpful sightsee suggestions restaurant useful tip inn sell great pad jacket f nt bring warm coat wear day light warm windresistent buy bathrobes nothing light comfortable home fellow guests woman stay say regularly stay white swan feel safe concur secure cozy home away home ca nt imagine stay return,Good,1086
perfect way rat category high delightful boutique hotel way expectations space place justice room wonderful fireplace use june treat desk staff helpful time need wine reception even real treat gourmet continental breakfast pull hotel look particularly impressive outside wait worth penny spend stay conveniently locate take car garage trolley bus access nearby search place stay san francisco,Good,392
white swan regular sf stay white swan 24 time year past years favorite jdv hotel daughter sf neighborhood lambourne close disappointedthe entire staff manager desk staff kitchen staff maintenance staff friendly helpful way hospitable informative morning breakfast superb far chain hotel continental manufacture fare even winecheesesalads reception generous relaxingthe location market square excellentif look chain hotel experience warm welcome wonderful small inn choice,Good,471
unique fun change pace stay white swann 3 nights february love breakfast great lot choices fresh fruit quiche croissants room different fun daughter love bear end take home even wine social nice time meet relax hotel close cable cars union square easy tip muni 3 day pass bus cable cars save tons transportation 18 days great dealyou disappoitnted white swann inn,Good,363
unexpected charm inner city recently spend 2 days white swan innthe hot breakfast delicious even wine reception nice way unwind day hike hill san francisco room quiet consider inn location busy street traffic noise bird courtyard start coo 5,Good,241
b islanders love ws 30th wed anniversary choose trip san francisco research fortunately pick white swan 4 nite stay london 2006 attract european boutique style hotel hotel particularly modern love history antique atmosphere present fall love hotel staff welcome knowledgeable area provide list outstanding local restaurants exceptionally helpful tourists sit sf city tour recommend incredible hotel totally convenient downtown sf block cable car block downhill union square block uphill mark anthony hotel grace cathedral room great splurge deluxe king bed room spacious windows overlook greenery area beautifully decorate redgreen plaid bed floral wallpaper unexpected wonderful discovery hotel original perfect work condition old type elevator pull metal screen door think movie charades food fabulous start hot breakfast change daily love french breadpudding breakfast include roomrate variety egg quiche sausage fresh fruit toast pastries hot gourmet oatmeal breakfast room antique early even wine serve variety cheese crackers fruit fresh vegies dessert late even come cold walk rain welcome hot cider fresh homemade cookies hotel great highlites trip highly recommend particularly couple course stay,Good,1205
line service 14 years san francisco husband book 4 night stay white swan inn disappoint really know city staff extremely helpful recommendations restaurants place things pleasant happy accomodate question requeststhe valet extremely convenient consider park city pain glad available place run cookie cutter best western look character charm history look hotel 100 years old extremely wellkept age room large luxury king walkin closet fireplace room extremely charm wonderful time conveniently locate walk distance city far walk cable cars block hotel definately recommend place,Good,577
charm hotel great location charm hotel staff friendly helpful book deluxe king room clean spacious fireplace room nice treat hotel build early 1900 retain original charm character older build buffet breakfast wonderful quiches fresh fruit pastries cereal sausages expect room face street yes street noise expect large city true air condition fact hotels city ac mild climate san francisco need park site bite wait car bring need immediately little plan ahead nonissue decide shop day departure hotel store luggage return call ahead car wait return hotel walk distance great restaurants shop cable car line definitely,Good,616
great inn great location great service husband stay anniversary book luxury king room anniversary decide white swan read great review site arrive greet warmly genlteman desk check quick efficient present list local restaurants check useful short walk hotel desk great source suggestions type place want eat nice surprise open door bottle champagne chocolates balloon note welcome uswe really enjoy buffet breakfast morning pleasure wake morning able downstairs breakfast wait normal continental breakfast b b wonderful breakfast assortment bake goods hot cereal quiche fruit salad scramble egg sausage ect coffee tea available time anytimethe even wine hour treat guest gather fireplace chat day city meet nice people visit worldthe room clean cozy fireplace nice sit long day sightsee understand room best thing white swan staff will answer question good make feel nt definately stay,Good,884
relax accomodatingnice atmosphere stay night obvious great close convenient hideaway place interest stay close major downtown f sit point room clean spacious appointedno upset surprizes disappointments ca nt beat fireplace unwind maintain older build age add character place staff gracious welcome price right definitely hope return someday,Good,340
enjoy stay wonderful stay white swan inn location convenient union square chinatown cable cars room lovely clean quiet enjoy breakfast especially french toast morning staff pleasant helpful somewhat busy time definitely stay atmosphere small hotel like large chain,Good,264
friendly staff husband stay nights conference st francis hotel quaintness area breakfast wine cheese hour cute elevators work room good size bathroom mold tile tub good size dress room fireplace great room nice romantic feel mattress little firm husband note faint mothball smell short walk union sqare steep nice touch complimentay soft drink water split champagne room think good value stay time,Good,397
okay choice stay white swan petite auberge sister property past years quite disappoint recent stay especially compare stay 4 sisters innthe staff vary indifferent excellent room attractive dusty bathroom especially corner towel bar etc turndown service 3 nights noisy bed sag middlethe morning breakfast good like use time stay,Bad,327
excellent service boyfriend recently vacation n california san francisco stay white swan really wish hotels trip match service quality white swan bell boy andy excellent enthusiastic give recommendations great location hotel close cable car union square definitely recommend place friends family,Good,295
home away home husband book long weekend san francisco search internet city hotels choose white swan location amenities note advertisements fact stay additional days disappoint little gem place heart city great location quiet neighborhood street safe wonderfully attentive staff friendly professional take care request provide surprise birthday gift wine deliver room chocolates balloon room sunny nicely size comfortable furnish arm chair fireplace loveseat windows bed linens super comfy lovely gas fireplace tuck away little alcove coffee refrig stock complimentary drink wet bar bath clean size nice marble vanity charm lobby jar freshly bake homemade cookies everyday excellent breakfast morning main salon downstairs area spacious cozy set like draw room country manor outside garden areas lovely hard believe city sit even wine cheese social nice allow meet guests compare out point highly recommend charm establishment future trip san francisco include stay white swan,Good,976
fabulous white swan inn wonderfull inn awsome decorate large room best breakfast include rate ask downstairs live room spacious appoint free sodas water wine cheese daily nt ask nicer hotel staff close san francisco reasonable rat inn wife return nt ask better,Good,260
wonderful bed family recently stay white swan nights deluxe king deluxe twin room room spacious nicely decorate pleasant come end day hotel new build comfort want breakfast terrific desk give list recommend restaurants check offer help reservations hotel convenient tour city really enjoy itin look small hotel great location lot character recommend white swan caution good place elderly person elevator small wait use stairs time fine,Good,435
overrate okay hotel bite overrate tripadvisor room okay fireplace work ask fix get fix stay bath tub shower breakfast alright better breakfast holiday inn good bed breakfast elevator terrible old forget close door nt shut automatically nobody use elevator time use stairs room floorwe switch different hotel commodore days,Bad,322
great experience stay alexis years ago seattle business recommendation local sales office wonderful wonderful time interaction staff friendly fast person travel time hotel say definitely pet lovers welcome sign pet nice touch legged friends home great people come lobby dogsthe manager wine reception even allow meet guests even end spend long time talk fellow travelers problem linger long dinner come quite late especially stomach east coast time,Good,448
lovely small hotel spend night precruise wish hotel lovely people friendly location perfect room funky cool comfortable corner room lower level afraid bother street noise honestly nt hear noise street halls fabulous light sleeper bed tremendously comfortable room furnishingsthe issue breakfast service return home email survey wait complete return mention problem 20 minutes nice response food beverage manager apologize problem surprise expect true experience alexis surpass expectations,Good,489
better good hotel look alexis magnificent decor stay nt help notice basics overlook firstly shower pitiful power barely get wet weakness pressure temperature lukewarm secondly horrible throwback overprice minibar nt hide cupboard right middle desk mean stay exuberant child better hide sweets lace big plus staff friendly helpful,Bad,329
nice hotel great location stay business location easy leave airport room appoint large windows face office build 50 feet away curtain work room fairly small group huge room hotel higher mark differences expensive food expensive average walk street 2 block ton great restaurants right wharf use spa independent attach hotel able charge room massusse awful make sure ask massage perfume shop let charge room hotel pay slowly come request larger room try special place nt get say staff friendly helpful holiday inns,Netral,512
excellent stay wow fantastic stay hotel perfectly locate walk room spacious decorate beautifully offer accept upgrade fabulous suite staymy family stay cruise 5 6 room decorate differently shape differently really cool place stay desk warm welcome food restaurant property wonderful bar build great little meet arrival great enjoy people area alsoall great definitely stay visit,Good,378
absolute best hotel alexis hotel far best excellent hotels life service great food fantastic room warm feel home plus reccomend hotel course alexis,Good,147
best hotel seattle time stay kimpton hotel definitely wo nt stay 10 different hotels seattle years best experience staff excellent start pleasant young lady take book continue stay request ask large room possible price point 3 adults share room request grant fact joke room roomier use home mention seattle celebrate friend milestone birthday please complmentary bottle wine chocolates nice note hotel room attend courtesy wine gettogether pleasant friendly event fact prior event run friend stay hotel ask desk join answer course understand hotel undergo extensive renovation lovely lobby room nicely appoint lot impressive art display alexis feel upscale warm time felt welcome impress stay night wish longer hardly wait backkudo alexis hotel,Good,744
great spot decide splurge stay downtown even look special lovely staff desk feel welcome room wonderfully upscale funky good way comfortable bed fantastic shower love unexpected turndown service view neat little terrace look post st windows triple glaze keep street noise minimum check morning treat old friends definitely try,Good,326
queen queen deluxe stay alexis 4 nights girls getaway consist 352 yr old women friends college travel best accommodations roomy place sit relax bed nt book room choices limit ie king suite sit area pull couch cause dilemma sleep pull decide queen deluxe say 500 sq ft think plenty room initially book hotel website 346night later think accommodations hotelscom 296night stay room 309 nt term use fact keep desk chair desk obstruct pathway sleep area bathroom desk chair chair ottoman need ottoman bathroom nt counter space square pedestal sink cabinet lovely highly impractical especially 3 women need use curl iron makeup use handy make mirror provide single businessman loss razor toothbrush coffee pot keep cabinet sink suppose plug nt set floor plug nt reach outlet desk unplug need pull desk fit plug nt sure plug long reach outlet nt attempt nt phone book room call desk tell usually send suspect gentleman deliver look tip tip room 3 adults book room set 2 save stay friendliness entire staff fabulous location eat bistro bar food presentation excellent beware thirsty tho wait long time drink bar nt busy case 3 bartenders agree let sit bar glass nt case bartender ask drink nt serve waitress proceded make drink norm go seattle time order delivery longer felt realisticif alexis provide comfortable accommodations likely stay convenient location friendly staff,Netral,1369
wish cool alexis help seattle contact tell alexis artful decorations staff place stay city young welloff hip possess none qualities froufrou charm hotel work hard cool lose concede catch alexis bad night elevators redo health club close version honeymoon suite awkward give travel business oddly suite lay way 20 foot hallway form lead actual room clear doorway middle hallway lead dark staircase venture idea lead,Netral,414
expect nicer come seattle business couple people recommend hotel higher expectations check desk woman confuse inexperienced ask upgrade quote extra 260 night laugh second floor stun horrible musty smell hallways room smell smoky musty really foul go purchase incense stay call request room change tell nothing available room prepay book online flighthotelcar package room noisy cold sparsely decorate furnish surprise tout art hotel curtain nt stay close use paperclips hold dark room hallways noisy hear come goingthe bath like holiday inn save grace aveda products coud nt wireless internet work cable bring take 10 minutes concierge extremely helpful friendly knowledgeable bed average accustom book massage spa pricey quite good period hours morning breakfast lunch 10am 1130am serve meal,Netral,792
funky smell decor kimpton standards great location pay unbelievable 329 orbitz jacuzzi suite room tell join office business room saw addition excessively large sparsely appoint 12 ft ceilngs altar like presentation jacuzzi chair desk bed extent furnish like raquteball court room chair end tv oddities clean despite pester day night clean staff want refill beverage caddy need word bathroom jacuzzi shower hairhair funky smell felt like stay guesthouse graceland 1977 need updatingi love kimpton hotels unlike stay,Bad,514
pleasant stay upgrade difficult time checkin bellman take room realize occupy wrong room number write key card room take smokefilled musty floor room smell despite nonsmoking ready hotel nt options fortunately frontdesk reassign newer tower give upgrade executive onebedroom suite pleasant stay enjoy spaciousness skylight live room location perfect pike market piers nt believe alexis date website photos suggest appreciate onebedroom room suite decent value bite 200night,Netral,473
great service great location huge room noisy wife decide make 4 day trip seattle time stay friends son 2 years old decide easier stay hotel think fun stay downtown child want stay suite reasonable priceoverall happy kimpton alexis best service say hotel best service hotel stay certianly best price single member staff great valet take car desk people phone people room service folks say great mean staff friendly extremely responsive truly care good stay manage make feel important people hotel time service speed blaze fast call extra cot boy minutes want park car run ask desk directions right help give choice map wo nt line manager hotel good train motivate staffthe location hotel excellent block pike place market like breakfast block seattle art museum alas close 2007 generally accessible downtown road pioneer square 8 block shop little space needle similar abut walk walk way monorail kind fun cabthe main room suite get huge sort sparsely furnish fully advantage space nice bedroom smaller big bedthe bathroom sort dissapointment really match hotel small sort cheap new clean finethe worst room noise road second floor room 222 new hotel road noise quite bad truck cars stereo systems go motorcyles right inside room use better soundproof room sound die late night able fall asleep say annoy suspect room higher floor quieter time stay hotel ask oneyou get factor price evaluate hotel fair deal large suite great location outstanding service 4 12 star time seattle likely hotel,Good,1489
alexis hotel wonderful recently stay alexis 3 nights wonderful start finish greet warmly valet desk clerk everytime enter leave hotel eager help need room clean comfortable bathroom spacious stock aveda products bookstore bar lobby great spot meal nightcap staff notch stress fantastic location even wine service definite plus nt pass great boutique hotel know visit seattle ca nt imagine stay,Good,393
fantastic boutique hotel alexis hotel great boutique hotel center city walk distance hotel pike place 3 block away shop district 4 block expect hotel room receive room huge bed incredibly comfortable better heavenly bed noise complain barely noticable 1st ave room hotel feature fabulous chihuly blow glass sculpture entryway free wine taste coffee service plus recommend hotel go seattle customer service good hotel clean ca nt beat location avoid chain hotels stay alexis,Good,473
charm hotel great location please alexis charm little hotel walk distance pike market shop restaurants need staff friendly courteous especially valet staff bell hop comfortable hotel bed sleep,Good,192
brilliant designer hotel savvy traveller citizen new concept designer hotels design maximum efficiency mind room size come massive bed take end room circular shower mood light change colour room control console really cool demand movies free massive tv channel control light music accord mood activity free wifi nt laptop huge apple screen free internet loungecheck terminals really quick easy queue mean need checkin desk save space money sense humour pretentious snooty waythe service excellent roam smile face help answer question hadthe lounge area fantastic good selection quality pricey snack food restaurant series areas chill amaze designer furniture library art design book thing feel bite like designer furniture store showroom apparently hotel designers line furniture comfortable tempt hang day hotel locate airport 15min ride central station hotel great value money fraction cost similar standard hotel centre,Good,922
cool comfortable stay 1 night citizenm conveniently locate 5 minute walk amsterdam schipol airport hotel surprisingly different pretty self serve hotel automate kiosks check check person desk assist grind level bar variety self serve food fresh sandwich salads drink gournd level imacs free access busy wireless access hotel room different futuristic build soundproof comfort single remote control room light shade tv temperature wake sound ping pong ball boucing subtle work think louder elephant cry tend sleep shower toilets akin generation transporter star trek step spacious glass cylinder close ceiling head shower head love place recommend business travelers young couple,Good,678
fly ams stay citizenm hotel stay citizenm hotel twice november begin end thanksgiving trip fantastic hotel concept offer comfort relaxation convenience friendly helpful atmosphere check inout lightning fast allow speedy start enjoy stay exit catch flight room comfortable huge bed load comfy pillow flatnot overstuff enjoy perfect night sleep control master control easy nontechie like figure love mood light options different color overhead light background music cute stuff doll sit chair wonderful way morning alarm wake get bedmy small complaint felt little claustrophobic totally enclose shower head rain spouti look forward trip amsterdam stay citizenm,Good,658
perfect quick stay great hotel concept recommend need convenient affordable place sleep night flight stay citizen recently plan direct flight nj rome cancel 14 hour overnight layover amsterdam travel daughter nt want stay night airport search hotel options citizen perfect need basically place sleep quick night shower morning work problem sign airport give indication citizen hop give description website state connect airport cover walk way arrive airport quite late hard time find tell hotel couple fact apparently close grind level doors midnight walk length airport open door simply get hotel somewhat annoy way outside face streetaway airport sidewalk right cover protection windy rain sideways trouble lead hotel take free baggage cart airport hotel park outside ready use way morning lug bag convenientonce hotel great check easy quick self check style use terminals array walk door make way selfcheckout aisle supermarket citizenm check problem room functional quick stay sure want spend longer vacation week business travel work decor 2001 space odyssey star trek particularly transporter room give circular shower toilet enclosures clean bright make good use purposefully limit space daughter great fun play multimedia controller change light color change tv display settings open close blind shade finally set wake wake sound jungle noise include elephants appear options standard sound bed comfortable big plenty room people nt share shower great toilet enclosure weird work great inroom wifi internet access survive week hotel romethe entire downstairs hotel large lounge area multiple sit areas tv computers look like public apple macintoshes desks lap use large din roomconference room size table sit work family meal coffee bar decent selection readytoeat food bread sandwich salads yogurt fruit dinner meals nt look carefully breakfast clearly aim quick simple snack meal day travel perfect look quick stay sum look place quick convenient stay good rest shower pretty cool grab good quality quick bite modern conveniences internet tv channel choices etc reasonable rate place give time spend travel business vacation airlines mess plan days hope citizenm hotels spring airports soon,Good,2200
convenient clean comfortable connect amsterdam tofrom cities europe spend night hotel begin trip night end trip couple minutes walk door airport hotel new clean quiet bed comfortable excellent long flight price inexpensive compare city airport hotels easy train ride city central train station buy roundtrip ticket right airport 6 euro roundtrip stay certainly recommend try hotel sincerely citizen convert,Good,406
super mod concept winner love hotel inexpensive ultra modern concept catch like wildfire chain spread europe room quite small say lay bed super comfy lot tv channel fantastic apple computers free lobby guests mood light room inside tube house toilet shower respectively price pay really way beat train ride city 15 20 minutes problem slight nitpick price food canteen really really big meal end spend cost room get contact hotel laborious leave hotel take week phone call seven email sort response finally item work end staff hotel young enthusiastic overall vibe hotel upbeat recommend highly,Good,593
awesome hotel concept spend 2 weeks travel europe stay various hotels citizenm far best awesome concept clean work perfectly hot water fluffy white pillow friendly helpful staff love moodpad great location right airport early flight definitely major city europe proud owner citizenm hotel,Good,288
yes yes yes definitly best hotel schipoltwo minutes slowly walk airportvery young entusiastic staff best regard olga help fligh cancel anna germany warm welcome fantastic coffe hotel new fantastic designedi idea great wait kind hotel poland warsaw stay thank,Good,258
great place spend night look room bed window span width room,Good,60
really cool hotel great travel group friends super relax live room lobby enjoy drink food trendy design settingcompared citizenm hotels oldfashioned dull,Good,153
phantastic concept value privilege real guest hotel walk proximity airport test phase hotel inexpensive amsterdam airport hotels easy 100m cover walk terminal hotels bus service concept fantastic quiet comfortable luxurious bed nice shower appliances ridiculously low international phone charge free wifi movies make price possible clever utilization modern appliances trick fit need compact space result small fully functional luxurious room futuristic cheerful please design hotel small restaurant canteen focus sushi wrap healthy fare get good meal quickly opinion real winner,Good,579
like beijing dongjiaominxiang hotel apparently ordinary hotel bed bed appear box spring mattress type pad help experience avoid hotel possible room meet standards cleanlinessonly plus location walk tianenmen square major modern shop center nearby crave fast food nearby mcdonaldsincluded breakfast okay ordinary cafe floor okay food run hamburders order finish salad dependablechinese restaurant second floor pretty offer delicacies donkey frog meat popular chinese try,Bad,469
star hotel hotel fortunate star star great location breakfast come package bed hard time leave night sixday stay toilet flush pip sink give way come apart faucet run luckily manage remedy situation call housekeep hear bathroom use door room personnel desk need better train deal nonchinese speak guests think olympics corner service improve time hotel supply slippers able walk barefoot dirty carpet like asian hotels supply decent toiletry amenities think bring towel use need buy bottle water nearby small grocery store hotel charge outrageous price bottle water conclusion pay,Bad,579
bad far outweigh good understand china expect somethings different travel develop countries stay various hotel room world sowe quite bite experience compare adventure againstthe hotel staff nice hotel manager helpful whenour luggage delay hong kong call airline speak chinese breakfast good hotel location wonderful felt safe area hotel hotel secure lot asian travelers lot domestic chinese travelers western travelers therenow bad hotel room filthy maybe room filthy really disgust mold bathrooms aroundthe toilet near tub sink lightfixture dirty tub bathroom counter nt wipe elses toothpaste dribble arrive drinkingglasses dirty dead bug smooshed wall ceiling count 4 dead bug splatter nt wipe away splatter get 6 random bugbites night hotel particularly painful week later entire hotel funky smell get use daysother post say bed hard think maybe posters use softer bed oh call bed seriousness ca nt jump bounceat sit say like sit stone wall expectinga mattress sleep floor spa nice price ca nt beat prepare spend intend go spa twice time extra hide fee 7 medicine nt know get foot massage ask staff get testy demand youpay silly go second second time hit 12 rental fee get massage room massage nt include price like spa jam clients furthermore additional price mention pamphlet charge question practice lead clusterof angry people threaten manager yell inchinese nt worth aggrevation fight dollars drink water china problem grab big drink water jug offer room pay dollars itwell expiration date drink water pass 4 months agoand seal water obviously break call desk request new water jug go unheeded entire stay force purchase expensive water lobby shop terrible inconvenience nonethelessour travel agent tell get china course thishotel nt really consider 4 star chinese receive rat proximity local attractions ok hotel money probably awfully cheap honesty want rough china nt travel way camp expect 2 star motel quality room room 1 star late stay someplace late change plan rough,Bad,1982
best want thank omni make trip nyc memorable family fell hard time right christmas cancel trip able daughters christmas omni wonderful room spacious immaculate staff accomodating friendly time able stay omni thank make holiday special,Good,234
love read recent review think lucky dont know fabulous stay time ny right middle noisy ou room upgrade arrive son take yummies toiletries room staff friendly definitely recommend,Good,178
omni felt like second home flight get cancel long layover call hotel hold room midnight arrive midnight greet check promptly room amaze hop girlfriends birthday chocolate cover strawberries room bed open leave light bathroom amenities need bathrobes free beverage newspaper morning join select guest program nice touch review mention noise room room end floor disturbances window look madison avenue hear taxis honk hey new york need absolute silence look hotel island love friendly staff amaze moment walk omni berkshire definitely thank,Good,538
wow start finish entire experience great go make feel special wife birthday weekend room adequately size exceptionally clean stay manhatten look,Good,144
fuss sure hotel generate overwhelmingly positive review doesi arrive late night 11pm tell nt book reservation confirmation number clear day revenue manager able dig book morning sign guarantee pay rat case ask morning rat double rate pay little worry nt sleep wellnext morning person speak say sort problem relief tell happen people nt appreciate sign piece paper night policyin addition fourminute upstate ny cost 30 know hotels add surcharge nt believe itas room view construction site 11pm tire ask room day room size dark light come indoor light weak squeeze corner amenities room constantly open close make sure get suitable room view light bed comfortablethe airy gym good free fruit drink towel shower facilitiesmidtown location excellent minutes away moma rockefeller center major subway stopsso service nt good location excellent hotel pay underwhelming,Bad,862
good midtown location nt overpay question hotel situate like midtown clean safe staff reasonably attentive friendly stay close rack rate book special weekend deal request double bed call twice days prior day arrival confirm receive double bed arrive give king rollaway extra cost addition room soundproof windows receive daily paper advertise web site finally fan bathroom overall relatively minor things receive deeply discount rate annoy pay closer rack rate difference 200night transfer omni stay budget hotel closer union square nights time stay budget hotel entire trip like midtown omni good choice know people stay multiple time love,Netral,640
great stay omni stay omni girl weekend room plenty big especially nyc standards people staff friendly helpful location great look shop madison ave 5th ave cab aplenty subway nearby walk time square central park complaint hotel little noisy hear people room people hall little soundproof long way,Good,295
